L,M,F,S,HD,Np,CS,DualLink,jesd_mode,Mode
1,4,16,2,0,16,0,True,204C,754
1,4,16,2,0,16,0,True,204C,755
1,4,16,2,0,16,0,True,204C,756
1,4,16,2,0,16,0,True,204C,757
1,4,16,2,0,16,0,True,204C,758
1,4,16,2,0,16,0,True,204C,759
1,4,6,1,0,12,0,True,204C,760
1,4,6,1,0,12,0,True,204C,761
1,4,6,1,0,12,0,True,204C,762
1,4,6,1,0,12,0,True,204C,763
1,4,6,1,0,12,0,True,204C,764
1,2,4,1,0,16,0,True,204C,765
1,2,4,1,0,16,0,True,204C,766
1,2,4,1,0,16,0,True,204C,767
1,2,4,1,0,16,0,True,204C,768
1,2,4,1,0,16,0,True,204C,769
1,2,4,1,0,16,0,True,204C,770
1,2,4,1,0,16,0,True,204C,771
1,2,4,1,0,16,0,True,204C,772
1,2,8,2,0,16,0,True,204C,773
1,2,8,2,0,16,0,True,204C,774
1,2,8,2,0,16,0,True,204C,775
1,2,8,2,0,16,0,True,204C,776
1,2,8,2,0,16,0,True,204C,777
1,2,8,2,0,16,0,True,204C,778
1,2,8,2,0,16,0,True,204C,779
1,2,8,2,0,16,0,True,204C,780
1,1,2,1,0,16,0,True,204C,781
1,1,2,1,0,16,0,True,204C,782
1,1,2,1,0,16,0,True,204C,783
1,1,2,1,0,16,0,True,204C,784
1,1,2,1,0,16,0,True,204C,785
1,1,2,1,0,16,0,True,204C,786
1,1,2,1,0,16,0,True,204C,787
1,1,2,1,0,16,0,True,204C,788
1,1,4,2,0,16,0,True,204C,789
1,1,4,2,0,16,0,True,204C,790
1,1,4,2,0,16,0,True,204C,791
1,1,4,2,0,16,0,True,204C,792
1,1,4,2,0,16,0,True,204C,793
1,1,4,2,0,16,0,True,204C,794
1,1,4,2,0,16,0,True,204C,795
1,1,4,2,0,16,0,True,204C,796
2,4,4,1,0,16,0,True,204C,797
2,4,4,1,0,16,0,True,204C,798
2,4,4,1,0,16,0,True,204C,799
2,4,4,1,0,16,0,True,204C,800
2,4,4,1,0,16,0,True,204C,801
2,4,4,1,0,16,0,True,204C,802
2,4,4,1,0,16,0,True,204C,803
2,4,4,1,0,16,0,True,204C,804
2,4,8,2,0,16,0,True,204C,805
2,4,8,2,0,16,0,True,204C,806
2,4,8,2,0,16,0,True,204C,807
2,4,8,2,0,16,0,True,204C,808
2,4,8,2,0,16,0,True,204C,809
2,4,8,2,0,16,0,True,204C,810
2,4,8,2,0,16,0,True,204C,811
2,4,8,2,0,16,0,True,204C,812
2,4,3,1,0,12,0,True,204C,813
2,4,3,1,0,12,0,True,204C,814
2,4,3,1,0,12,0,True,204C,815
2,4,3,1,0,12,0,True,204C,816
2,4,6,2,0,12,0,True,204C,817
2,4,6,2,0,12,0,True,204C,818
2,4,6,2,0,12,0,True,204C,819
2,4,6,2,0,12,0,True,204C,820
2,2,2,1,0,16,0,True,204C,821
2,2,2,1,0,16,0,True,204C,822
2,2,2,1,0,16,0,True,204C,823
2,2,2,1,0,16,0,True,204C,824
2,2,2,1,0,16,0,True,204C,825
2,2,2,1,0,16,0,True,204C,826
2,2,2,1,0,16,0,True,204C,827
2,2,2,1,0,16,0,True,204C,828
2,2,4,2,0,16,0,True,204C,829
2,2,4,2,0,16,0,True,204C,830
2,2,4,2,0,16,0,True,204C,831
2,2,4,2,0,16,0,True,204C,832
2,2,4,2,0,16,0,True,204C,833
2,2,4,2,0,16,0,True,204C,834
2,2,4,2,0,16,0,True,204C,835
2,2,4,2,0,16,0,True,204C,836
2,1,1,1,1,16,0,True,204C,837
2,1,1,1,1,16,0,True,204C,838
2,1,1,1,1,16,0,True,204C,839
2,1,2,2,0,16,0,True,204C,840
2,1,2,2,0,16,0,True,204C,841
2,1,2,2,0,16,0,True,204C,842
3,6,4,1,0,16,0,False,204C,843
3,6,4,1,0,16,0,False,204C,844
3,6,4,1,0,16,0,False,204C,845
3,6,4,1,0,16,0,False,204C,846
3,6,4,1,0,16,0,False,204C,847
3,6,4,1,0,16,0,False,204C,848
3,6,4,1,0,16,0,False,204C,849
3,6,4,1,0,16,0,False,204C,850
3,6,8,2,0,16,0,False,204C,851
3,6,8,2,0,16,0,False,204C,852
3,6,8,2,0,16,0,False,204C,853
3,6,8,2,0,16,0,False,204C,854
3,6,8,2,0,16,0,False,204C,855
3,6,8,2,0,16,0,False,204C,856
3,6,8,2,0,16,0,False,204C,857
3,6,8,2,0,16,0,False,204C,858
3,3,2,1,0,16,0,True,204C,859
3,3,2,1,0,16,0,True,204C,860
3,3,2,1,0,16,0,True,204C,861
3,3,2,1,0,16,0,True,204C,862
3,3,2,1,0,16,0,True,204C,863
3,3,2,1,0,16,0,True,204C,864
3,3,2,1,0,16,0,True,204C,865
3,3,2,1,0,16,0,True,204C,866
3,3,4,2,0,16,0,True,204C,867
3,3,4,2,0,16,0,True,204C,868
3,3,4,2,0,16,0,True,204C,869
3,3,4,2,0,16,0,True,204C,870
3,3,4,2,0,16,0,True,204C,871
3,3,4,2,0,16,0,True,204C,872
3,3,4,2,0,16,0,True,204C,873
3,3,4,2,0,16,0,True,204C,874
4,4,2,1,0,16,0,True,204C,875
4,4,2,1,0,16,0,True,204C,876
4,4,2,1,0,16,0,True,204C,877
4,4,2,1,0,16,0,True,204C,878
4,4,2,1,0,16,0,True,204C,879
4,4,2,1,0,16,0,True,204C,880
4,4,2,1,0,16,0,True,204C,881
4,4,2,1,0,16,0,True,204C,882
4,4,4,2,0,16,0,True,204C,883
4,4,4,2,0,16,0,True,204C,884
4,4,4,2,0,16,0,True,204C,885
4,4,4,2,0,16,0,True,204C,886
4,4,4,2,0,16,0,True,204C,887
4,4,4,2,0,16,0,True,204C,888
4,4,4,2,0,16,0,True,204C,889
4,4,4,2,0,16,0,True,204C,890
4,2,1,1,1,16,0,True,204C,891
4,2,1,1,1,16,0,True,204C,892
4,2,1,1,1,16,0,True,204C,893
4,2,2,2,0,16,0,True,204C,894
4,2,2,2,0,16,0,True,204C,895
4,2,2,2,0,16,0,True,204C,896
4,8,4,1,0,16,0,False,204C,897
4,8,4,1,0,16,0,False,204C,898
4,8,4,1,0,16,0,False,204C,899
4,8,4,1,0,16,0,False,204C,900
4,8,4,1,0,16,0,False,204C,901
4,8,4,1,0,16,0,False,204C,902
4,8,4,1,0,16,0,False,204C,903
4,8,4,1,0,16,0,False,204C,904
4,8,8,2,0,16,0,False,204C,905
4,8,8,2,0,16,0,False,204C,906
4,8,8,2,0,16,0,False,204C,907
4,8,8,2,0,16,0,False,204C,908
4,8,8,2,0,16,0,False,204C,909
4,8,8,2,0,16,0,False,204C,910
4,8,8,2,0,16,0,False,204C,911
4,8,8,2,0,16,0,False,204C,912
4,1,1,2,1,16,0,False,204C,913
4,1,1,2,1,16,0,False,204C,914
4,1,1,2,1,16,0,False,204C,915
4,1,2,4,0,16,0,False,204C,916
4,1,2,4,0,16,0,False,204C,917
4,1,2,4,0,16,0,False,204C,918
6,6,2,1,0,16,0,False,204C,919
6,6,2,1,0,16,0,False,204C,920
6,6,2,1,0,16,0,False,204C,921
6,6,2,1,0,16,0,False,204C,922
6,6,2,1,0,16,0,False,204C,923
6,6,2,1,0,16,0,False,204C,924
6,6,2,1,0,16,0,False,204C,925
6,6,2,1,0,16,0,False,204C,926
6,6,4,2,0,16,0,False,204C,927
6,6,4,2,0,16,0,False,204C,928
6,6,4,2,0,16,0,False,204C,929
6,6,4,2,0,16,0,False,204C,930
6,6,4,2,0,16,0,False,204C,931
6,6,4,2,0,16,0,False,204C,932
6,6,4,2,0,16,0,False,204C,933
6,6,4,2,0,16,0,False,204C,934
8,4,1,1,1,16,0,False,204C,935
8,4,1,1,1,16,0,False,204C,936
8,4,1,1,1,16,0,False,204C,937
8,4,2,2,0,16,0,False,204C,938
8,4,2,2,0,16,0,False,204C,939
8,4,2,2,0,16,0,False,204C,940
8,8,2,1,0,16,0,False,204C,941
8,8,2,1,0,16,0,False,204C,942
8,8,2,1,0,16,0,False,204C,943
8,8,2,1,0,16,0,False,204C,944
8,8,2,1,0,16,0,False,204C,945
8,8,2,1,0,16,0,False,204C,946
8,8,2,1,0,16,0,False,204C,947
8,8,2,1,0,16,0,False,204C,948
8,8,4,2,0,16,0,False,204C,949
8,8,4,2,0,16,0,False,204C,950
8,8,4,2,0,16,0,False,204C,951
8,8,4,2,0,16,0,False,204C,952
8,8,4,2,0,16,0,False,204C,953
8,8,4,2,0,16,0,False,204C,954
8,8,4,2,0,16,0,False,204C,955
8,8,4,2,0,16,0,False,204C,956
8,2,1,2,1,16,0,False,204C,957
8,2,1,2,1,16,0,False,204C,958
8,2,1,2,1,16,0,False,204C,959
8,2,2,4,0,16,0,False,204C,960
8,2,2,4,0,16,0,False,204C,961
8,2,2,4,0,16,0,False,204C,962
8,1,1,4,1,16,0,False,204C,963
8,1,2,8,0,16,0,False,204C,964
1,1,2,1,0,16,0,True,204B,965
1,1,2,1,0,16,0,True,204B,966
1,1,2,1,0,16,0,True,204B,967
1,1,2,1,0,16,0,True,204B,968
1,1,2,1,0,16,0,True,204B,969
1,1,2,1,0,16,0,True,204B,970
1,1,2,1,0,16,0,True,204B,971
1,1,2,1,0,16,0,True,204B,972
1,1,4,2,0,16,0,True,204B,973
1,1,4,2,0,16,0,True,204B,974
1,1,4,2,0,16,0,True,204B,975
1,1,4,2,0,16,0,True,204B,976
1,1,4,2,0,16,0,True,204B,977
1,1,4,2,0,16,0,True,204B,978
1,1,4,2,0,16,0,True,204B,979
1,1,4,2,0,16,0,True,204B,980
2,4,4,1,0,16,0,True,204B,981
2,4,4,1,0,16,0,True,204B,982
2,4,4,1,0,16,0,True,204B,983
2,4,4,1,0,16,0,True,204B,984
2,4,4,1,0,16,0,True,204B,985
2,4,4,1,0,16,0,True,204B,986
2,4,4,1,0,16,0,True,204B,987
2,4,4,1,0,16,0,True,204B,988
2,4,8,2,0,16,0,True,204B,989
2,4,8,2,0,16,0,True,204B,990
2,4,8,2,0,16,0,True,204B,991
2,4,8,2,0,16,0,True,204B,992
2,4,8,2,0,16,0,True,204B,993
2,4,8,2,0,16,0,True,204B,994
2,4,8,2,0,16,0,True,204B,995
2,4,8,2,0,16,0,True,204B,996
2,4,3,1,0,12,0,True,204B,997
2,4,3,1,0,12,0,True,204B,998
2,4,3,1,0,12,0,True,204B,999
2,4,3,1,0,12,0,True,204B,1000
2,4,3,1,0,12,0,True,204B,1001
2,4,6,2,0,12,0,True,204B,1002
2,4,6,2,0,12,0,True,204B,1003
2,4,6,2,0,12,0,True,204B,1004
2,4,6,2,0,12,0,True,204B,1005
2,4,6,2,0,12,0,True,204B,1006
2,2,2,1,0,16,0,True,204B,1007
2,2,2,1,0,16,0,True,204B,1008
2,2,2,1,0,16,0,True,204B,1009
2,2,2,1,0,16,0,True,204B,1010
2,2,2,1,0,16,0,True,204B,1011
2,2,2,1,0,16,0,True,204B,1012
2,2,2,1,0,16,0,True,204B,1013
2,2,2,1,0,16,0,True,204B,1014
2,2,4,2,0,16,0,True,204B,1015
2,2,4,2,0,16,0,True,204B,1016
2,2,4,2,0,16,0,True,204B,1017
2,2,4,2,0,16,0,True,204B,1018
2,2,4,2,0,16,0,True,204B,1019
2,2,4,2,0,16,0,True,204B,1020
2,2,4,2,0,16,0,True,204B,1021
2,2,4,2,0,16,0,True,204B,1022
2,1,1,1,1,16,0,True,204B,1023
2,1,1,1,1,16,0,True,204B,1024
2,1,1,1,1,16,0,True,204B,1025
2,1,1,1,1,16,0,True,204B,1026
2,1,1,1,1,16,0,True,204B,1027
2,1,1,1,1,16,0,True,204B,1028
2,1,1,1,1,16,0,True,204B,1029
2,1,1,1,1,16,0,True,204B,1030
2,1,2,2,0,16,0,True,204B,1031
2,1,2,2,0,16,0,True,204B,1032
2,1,2,2,0,16,0,True,204B,1033
2,1,2,2,0,16,0,True,204B,1034
2,1,2,2,0,16,0,True,204B,1035
2,1,2,2,0,16,0,True,204B,1036
2,1,2,2,0,16,0,True,204B,1037
2,1,2,2,0,16,0,True,204B,1038
3,3,2,1,0,16,0,True,204B,1039
3,3,2,1,0,16,0,True,204B,1040
3,3,2,1,0,16,0,True,204B,1041
3,3,2,1,0,16,0,True,204B,1042
3,3,2,1,0,16,0,True,204B,1043
3,3,2,1,0,16,0,True,204B,1044
3,3,2,1,0,16,0,True,204B,1045
3,3,2,1,0,16,0,True,204B,1046
3,3,4,2,0,16,0,True,204B,1047
3,3,4,2,0,16,0,True,204B,1048
3,3,4,2,0,16,0,True,204B,1049
3,3,4,2,0,16,0,True,204B,1050
3,3,4,2,0,16,0,True,204B,1051
3,3,4,2,0,16,0,True,204B,1052
3,3,4,2,0,16,0,True,204B,1053
3,3,4,2,0,16,0,True,204B,1054
4,4,2,1,0,16,0,True,204B,1055
4,4,2,1,0,16,0,True,204B,1056
4,4,2,1,0,16,0,True,204B,1057
4,4,2,1,0,16,0,True,204B,1058
4,4,2,1,0,16,0,True,204B,1059
4,4,2,1,0,16,0,True,204B,1060
4,4,2,1,0,16,0,True,204B,1061
4,4,2,1,0,16,0,True,204B,1062
4,4,4,2,0,16,0,True,204B,1063
4,4,4,2,0,16,0,True,204B,1064
4,4,4,2,0,16,0,True,204B,1065
4,4,4,2,0,16,0,True,204B,1066
4,4,4,2,0,16,0,True,204B,1067
4,4,4,2,0,16,0,True,204B,1068
4,4,4,2,0,16,0,True,204B,1069
4,4,4,2,0,16,0,True,204B,1070
4,2,1,1,1,16,0,True,204B,1071
4,2,1,1,1,16,0,True,204B,1072
4,2,1,1,1,16,0,True,204B,1073
4,2,1,1,1,16,0,True,204B,1074
4,2,1,1,1,16,0,True,204B,1075
4,2,1,1,1,16,0,True,204B,1076
4,2,1,1,1,16,0,True,204B,1077
4,2,1,1,1,16,0,True,204B,1078
4,2,2,2,0,16,0,True,204B,1079
4,2,2,2,0,16,0,True,204B,1080
4,2,2,2,0,16,0,True,204B,1081
4,2,2,2,0,16,0,True,204B,1082
4,2,2,2,0,16,0,True,204B,1083
4,2,2,2,0,16,0,True,204B,1084
4,2,2,2,0,16,0,True,204B,1085
4,2,2,2,0,16,0,True,204B,1086
4,1,1,2,1,16,0,True,204B,1087
4,1,1,2,1,16,0,True,204B,1088
4,1,1,2,1,16,0,True,204B,1089
4,1,2,4,0,16,0,True,204B,1090
4,1,2,4,0,16,0,True,204B,1091
4,1,2,4,0,16,0,True,204B,1092
6,6,2,1,0,16,0,False,204B,1093
6,6,2,1,0,16,0,False,204B,1094
6,6,2,1,0,16,0,False,204B,1095
6,6,2,1,0,16,0,False,204B,1096
6,6,2,1,0,16,0,False,204B,1097
6,6,2,1,0,16,0,False,204B,1098
6,6,2,1,0,16,0,False,204B,1099
6,6,2,1,0,16,0,False,204B,1100
6,6,4,2,0,16,0,False,204B,1101
6,6,4,2,0,16,0,False,204B,1102
6,6,4,2,0,16,0,False,204B,1103
6,6,4,2,0,16,0,False,204B,1104
6,6,4,2,0,16,0,False,204B,1105
6,6,4,2,0,16,0,False,204B,1106
6,6,4,2,0,16,0,False,204B,1107
6,6,4,2,0,16,0,False,204B,1108
8,4,1,1,1,16,0,False,204B,1109
8,4,1,1,1,16,0,False,204B,1110
8,4,1,1,1,16,0,False,204B,1111
8,4,1,1,1,16,0,False,204B,1112
8,4,1,1,1,16,0,False,204B,1113
8,4,1,1,1,16,0,False,204B,1114
8,4,1,1,1,16,0,False,204B,1115
8,4,1,1,1,16,0,False,204B,1116
8,4,2,2,0,16,0,False,204B,1117
8,4,2,2,0,16,0,False,204B,1118
8,4,2,2,0,16,0,False,204B,1119
8,4,2,2,0,16,0,False,204B,1120
8,4,2,2,0,16,0,False,204B,1121
8,4,2,2,0,16,0,False,204B,1122
8,4,2,2,0,16,0,False,204B,1123
8,4,2,2,0,16,0,False,204B,1124
8,8,2,1,0,16,0,False,204B,1125
8,8,2,1,0,16,0,False,204B,1126
8,8,2,1,0,16,0,False,204B,1127
8,8,2,1,0,16,0,False,204B,1128
8,8,2,1,0,16,0,False,204B,1129
8,8,2,1,0,16,0,False,204B,1130
8,8,2,1,0,16,0,False,204B,1131
8,8,2,1,0,16,0,False,204B,1132
8,8,4,2,0,16,0,False,204B,1133
8,8,4,2,0,16,0,False,204B,1134
8,8,4,2,0,16,0,False,204B,1135
8,8,4,2,0,16,0,False,204B,1136
8,8,4,2,0,16,0,False,204B,1137
8,8,4,2,0,16,0,False,204B,1138
8,8,4,2,0,16,0,False,204B,1139
8,8,4,2,0,16,0,False,204B,1140
8,2,1,2,1,16,0,False,204B,1141
8,2,1,2,1,16,0,False,204B,1142
8,2,1,2,1,16,0,False,204B,1143
8,2,2,4,0,16,0,False,204B,1144
8,2,2,4,0,16,0,False,204B,1145
8,2,2,4,0,16,0,False,204B,1146
8,1,1,4,1,16,0,False,204B,1147
8,1,1,4,1,16,0,False,204B,1148
8,1,1,4,1,16,0,False,204B,1149
8,1,2,8,0,16,0,False,204B,1150
8,1,2,8,0,16,0,False,204B,1151
8,1,2,8,0,16,0,False,204B,1152
1,8,16,1,0,16,0,False,204C,1153
1,8,12,1,0,12,0,False,204C,1154
1,4,8,1,0,16,0,False,204C,1155
1,2,4,1,0,16,0,False,204C,1156
2,8,8,1,0,16,0,False,204C,1157
2,8,6,1,0,12,0,False,204C,1158
2,4,4,1,0,16,0,False,204C,1159
2,2,2,1,0,16,0,False,204C,1160
3,12,8,1,0,16,0,False,204C,1161
3,6,4,1,0,16,0,False,204C,1162
4,8,4,1,0,16,0,False,204C,1163
4,4,2,1,0,16,0,False,204C,1164
4,16,8,1,0,16,0,False,204C,1165
4,2,1,1,1,16,0,False,204C,1166
6,12,4,1,0,16,0,False,204C,1167
8,8,2,1,0,16,0,False,204C,1168
8,16,4,1,0,16,0,False,204C,1169
8,4,1,1,1,16,0,False,204C,1170
8,2,1,2,1,16,0,False,204C,1171
4,8,4,1,0,16,0,False,204C,1172
2,4,4,1,0,16,0,True,204C,1173
1,4,8,1,0,16,0,False,204C,1174
1,4,8,1,0,16,0,False,204C,1175
1,4,8,1,0,16,0,False,204C,1176
1,4,8,1,0,16,0,True,204C,1177
2,8,8,1,0,16,0,False,204C,1178
3,6,4,1,0,16,0,True,204C,1179
3,6,4,1,0,16,0,False,204C,1180
4,4,2,1,0,16,0,True,204C,1181
8,8,2,1,0,16,0,False,204C,1182
4,8,4,1,0,16,0,True,204C,1183
8,16,4,1,0,16,0,False,204C,1184
4,8,4,1,0,16,0,False,204C,1185
4,2,1,1,1,16,0,False,204C,1186
4,4,2,1,0,16,0,True,204C,1187
4,2,1,1,1,16,0,False,204C,1188
1,2,4,1,0,16,0,False,204B,1189
2,8,8,1,0,16,0,False,204B,1190
2,8,6,1,0,12,0,False,204B,1191
2,4,4,1,0,16,0,False,204B,1192
2,2,2,1,0,16,0,False,204B,1193
3,6,4,1,0,16,0,False,204B,1194
4,8,4,1,0,16,0,False,204B,1195
4,4,2,1,0,16,0,False,204B,1196
4,2,1,1,1,16,0,False,204B,1197
6,12,4,1,0,16,0,False,204B,1198
8,8,2,1,0,16,0,False,204B,1199
8,16,4,1,0,16,0,False,204B,1200
8,4,1,1,1,16,0,False,204B,1201
8,2,1,2,1,16,0,False,204B,1202
4,4,2,1,0,16,0,False,204B,1203
4,4,2,1,0,16,0,True,204B,1204
4,8,4,1,0,16,0,False,204B,1205
1,2,4,1,0,16,0,True,204B,1206
2,4,4,1,0,16,0,False,204B,1207
2,4,4,1,0,16,0,False,204B,1208
2,4,4,1,0,16,0,False,204B,1209
2,4,4,1,0,16,0,True,204B,1210
3,6,4,1,0,16,0,False,204B,1211
8,2,2,4,0,16,0,False,204B,1212
4,2,3,4,0,12,0,True,204C,1233
4,2,3,4,0,12,0,True,204C,1234
4,2,6,8,0,12,0,True,204C,1235
4,2,6,8,0,12,0,True,204C,1236
4,1,3,8,0,12,0,True,204C,1237
4,1,3,8,0,12,0,True,204C,1238
4,2,3,4,0,12,0,True,204C,1239
4,2,6,8,0,12,0,True,204C,1240
4,2,3,4,0,12,0,True,204C,1241
4,2,6,8,0,12,0,True,204C,1242
1,8,24,1,0,24,0,True,204C,1243
4,4,8,4,0,16,0,True,204C,1244
4,2,4,4,0,16,0,True,204C,1245
4,2,8,8,0,16,0,True,204C,1246
1,4,6,1,0,12,0,True,204C,1247
1,4,12,2,0,12,0,True,204C,1248
1,2,3,1,0,12,0,True,204C,1249
1,2,6,2,0,12,0,True,204C,1250
2,4,3,1,0,12,0,True,204C,1251
2,4,6,2,0,12,0,True,204C,1252
2,2,3,2,0,12,0,True,204C,1253
2,2,6,4,0,12,0,True,204C,1254
4,8,3,1,0,12,0,True,204C,1255
4,8,6,2,0,12,0,True,204C,1256
4,4,3,2,0,12,0,True,204C,1257
4,4,6,4,0,12,0,True,204C,1258
8,8,3,2,0,12,0,False,204C,1259
8,8,6,4,0,12,0,False,204C,1260
8,4,3,4,0,12,0,False,204C,1261
8,4,6,8,0,12,0,False,204C,1262
8,2,3,8,0,12,0,False,204C,1263
1,8,24,1,0,24,0,True,204C,1264
2,8,12,1,0,24,0,True,204C,1265
2,8,24,2,0,24,0,True,204C,1266
4,8,6,1,0,24,0,True,204C,1267
4,8,12,2,0,24,0,True,204C,1268
8,8,3,1,0,24,0,False,204C,1269
8,8,6,2,0,24,0,False,204C,1270
1,4,8,1,0,16,0,True,204B,1271
1,4,16,2,0,16,0,True,204B,1272
4,16,8,1,0,16,0,False,204B,1273
4,16,16,2,0,16,0,False,204B,1274
2,8,12,1,0,24,0,True,204B,1275
2,8,24,2,0,24,0,True,204B,1276
4,8,6,1,0,24,0,True,204B,1277
4,8,12,2,0,24,0,True,204B,1278
4,2,4,4,0,16,0,True,204C,1283
4,1,4,8,0,16,0,True,204C,1284
1,2,3,1,0,12,0,True,204C,1285
1,2,6,2,0,12,0,True,204C,1286
1,1,3,2,0,12,0,True,204C,1287
1,1,6,4,0,12,0,True,204C,1288
2,2,3,2,0,12,0,True,204C,1289
2,2,6,4,0,12,0,True,204C,1290
2,1,3,4,0,12,0,True,204C,1291
2,1,6,8,0,12,0,True,204C,1292
4,4,3,2,0,12,0,True,204C,1293
4,4,6,4,0,12,0,True,204C,1294
4,2,3,4,0,12,0,True,204C,1295
4,2,6,8,0,12,0,True,204C,1296
8,4,3,4,0,12,0,False,204C,1297
8,4,6,8,0,12,0,False,204C,1298
8,2,3,8,0,12,0,False,204C,1299
1,4,12,1,0,24,0,True,204C,1300
2,4,6,1,0,24,0,True,204C,1301
2,4,12,2,0,24,0,True,204C,1302
4,4,3,1,0,24,0,True,204C,1303
4,4,6,2,0,24,0,True,204C,1304
8,4,3,2,0,24,0,False,204C,1305
8,4,6,4,0,24,0,False,204C,1306
1,2,4,1,0,16,0,True,204B,1307
1,2,8,2,0,16,0,True,204B,1308
4,8,4,1,0,16,0,False,204B,1309
4,8,8,2,0,16,0,False,204B,1310
2,4,6,1,0,24,0,True,204B,1311
2,4,12,2,0,24,0,True,204B,1312
4,4,3,1,0,24,0,True,204B,1313
4,4,6,2,0,24,0,True,204B,1314
4,4,8,4,0,16,0,False,204C,1315
2,4,6,2,0,12,0,False,204C,1317
4,4,4,2,0,16,0,False,204C,1318
2,4,6,2,0,12,0,False,204C,1319
2,4,8,2,0,16,0,False,204C,1320
1,4,6,1,0,12,0,False,204C,1322
2,4,4,1,0,16,0,False,204C,1323
4,4,6,4,0,12,0,False,204C,1324
4,4,8,4,0,16,0,False,204C,1326
4,4,6,4,0,12,0,False,204C,1328
2,4,4,1,0,16,0,True,204B,1329
1,4,8,1,0,16,0,True,204B,1330
2,4,4,1,0,16,0,True,204B,1331
1,4,8,1,0,16,0,True,204B,1332
1,4,8,1,0,16,0,True,204C,1333
1,4,8,1,0,16,0,True,204C,1334
1,4,16,2,0,16,0,True,204C,1335
1,4,8,1,0,16,0,True,204C,1338
1,4,8,1,0,16,0,True,204C,1339
1,4,16,2,0,16,0,True,204C,1340
2,4,4,1,0,16,0,True,204C,1343
1,4,8,1,0,16,0,True,204C,1344
1,4,8,1,0,16,0,True,204C,1347
1,4,8,1,0,16,0,True,204C,1349
1,4,8,1,0,16,0,True,204C,1350
1,4,16,2,0,16,0,True,204C,1351
2,4,4,1,0,16,0,True,204B,1354
1,4,8,1,0,16,0,True,204B,1355
1,4,8,1,0,16,0,True,204C,1356
1,4,8,1,0,16,0,True,204C,1357
1,4,16,2,0,16,0,True,204C,1358
1,4,8,1,0,16,0,True,204C,1359
1,4,8,1,0,16,0,True,204C,1360
1,4,16,2,0,16,0,True,204C,1361
1,4,8,1,0,16,0,True,204C,1362
1,4,8,1,0,16,0,True,204C,1363
4,8,4,1,0,16,0,False,204B,1364
2,8,8,1,0,16,0,False,204B,1365
2,8,8,1,0,16,0,False,204C,1366
1,8,16,1,0,16,0,False,204C,1367
4,8,4,1,0,16,0,False,204C,1368
2,8,8,1,0,16,0,False,204C,1369
2,8,8,1,0,16,0,True,204B,1370
2,8,12,1,0,24,0,True,204B,1371
1,8,16,1,0,16,0,True,204C,1372
1,8,24,1,0,24,0,True,204C,1373
